İlan No,İlan Tarihi,Marka,Seri,Model,Yıl,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Renk,Motor Hacmi,Motor Gücü,Çekiş,Araç Durumu,Ort. Yakıt Tüketimi,Yakıt Deposu,Boya-değişen,Takasa Uygun,Kimden,Fiyat
27377278,31 Aralık 2024,Renault,Symbol,1.5 dCi Authentique,2010,258.000 km,Düz,Dizel,Sedan,Gri,1461 cc,65 hp,Önden Çekiş,İkinci El,"4,5 lt",50 lt,7 boyalı,Takasa Uygun,Galeriden,400.000 TL
27377207,31 Aralık 2024,Hyundai,i20,1.4 CRDi Jump,2014,228.000 km,Düz,Dizel,Hatchback/5,Beyaz,1201 - 1400 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,3 boyalı,Takasa Uygun Değil,Galeriden,529.000 TL
27377174,31 Aralık 2024,Volkswagen,Golf,1.6 TDi Comfortline,2010,239.000 km,Düz,Dizel,Hatchback/5,Beyaz,1598 cc,105 hp,Önden Çekiş,İkinci El,"4,5 lt",55 lt,"2 değişen, 4 boyalı",Takasa Uygun,Galeriden,545.000 TL
27377164,31 Aralık 2024,Volkswagen,Passat,1.4 TSi BlueMotion Comfortline,2011,198.500 km,Otomatik,Benzin,Sedan,Beyaz,1201 - 1400 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun Değil,Galeriden,900.000 TL
27377149,31 Aralık 2024,Renault,Megane,1.6 Joy,2017,74.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1598 cc,115 hp,Önden Çekiş,İkinci El,"6,3 lt",49 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,865.000 TL
27377139,31 Aralık 2024,Renault,Megane,1.5 dCi Icon,2013,170.000 km,Otomatik,Dizel,Hatchback/5,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,1 değişen,Takasa Uygun Değil,Galeriden,685.000 TL
27377045,31 Aralık 2024,Renault,Megane,1.5 dCi Icon,2018,88.000 km,Otomatik,Dizel,Sedan,Gri,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun Değil,Galeriden,1.310.000 TL
27377410,31 Aralık 2024,Renault,Megane,2.0 Dynamique,2004,349.000 km,Düz,LPG & Benzin,Sedan,Gri,1998 cc,136 hp,Önden Çekiş,İkinci El,8 lt,60 lt,"1 değişen, 7 boyalı",Takasa Uygun Değil,Galeriden,295.000 TL
27377374,31 Aralık 2024,Ford,Focus,1.0 EcoBoost Titanium X,2023,46.000 km,Düz,Benzin,Sedan,Beyaz,999 cc,125 hp,Önden Çekiş,İkinci El,"7,1 lt",52 lt,"2 değişen, 1 boyalı",Takasa Uygun Değil,Galeriden,1.030.000 TL
27377306,31 Aralık 2024,Fiat,Egea,1.4 Fire Urban,2017,130.000 km,Düz,LPG & Benzin,Sedan,Gri,1368 cc,95 hp,Önden Çekiş,İkinci El,"5,7 lt",45 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,650.000 TL
27377278,31 Aralık 2024,Renault,Symbol,1.5 dCi Authentique,2010,258.000 km,Düz,Dizel,Sedan,Gri,1461 cc,65 hp,Önden Çekiş,İkinci El,"4,5 lt",50 lt,7 boyalı,Takasa Uygun,Galeriden,400.000 TL
27377207,31 Aralık 2024,Hyundai,i20,1.4 CRDi Jump,2014,228.000 km,Düz,Dizel,Hatchback/5,Beyaz,1201 - 1400 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,3 boyalı,Takasa Uygun Değil,Galeriden,529.000 TL
27377174,31 Aralık 2024,Volkswagen,Golf,1.6 TDi Comfortline,2010,239.000 km,Düz,Dizel,Hatchback/5,Beyaz,1598 cc,105 hp,Önden Çekiş,İkinci El,"4,5 lt",55 lt,"2 değişen, 4 boyalı",Takasa Uygun,Galeriden,545.000 TL
27377164,31 Aralık 2024,Volkswagen,Passat,1.4 TSi BlueMotion Comfortline,2011,198.500 km,Otomatik,Benzin,Sedan,Beyaz,1201 - 1400 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun Değil,Galeriden,900.000 TL
27377149,31 Aralık 2024,Renault,Megane,1.6 Joy,2017,74.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1598 cc,115 hp,Önden Çekiş,İkinci El,"6,3 lt",49 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,865.000 TL
27377139,31 Aralık 2024,Renault,Megane,1.5 dCi Icon,2013,170.000 km,Otomatik,Dizel,Hatchback/5,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,1 değişen,Takasa Uygun Değil,Galeriden,685.000 TL
27377045,31 Aralık 2024,Renault,Megane,1.5 dCi Icon,2018,88.000 km,Otomatik,Dizel,Sedan,Gri,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun Değil,Galeriden,1.310.000 TL
27377038,31 Aralık 2024,Citroen,C2,1.6 VTR,2005,249.000 km,Yarı Otomatik,LPG & Benzin,Hatchback/3,Bordo,1587 cc,111 hp,Önden Çekiş,İkinci El,"6,3 lt",41 lt,Tamamı orjinal,Takasa Uygun,Galeriden,350.000 TL
27376960,31 Aralık 2024,Opel,Corsa,1.2 Essentia,2004,265.000 km,Düz,Benzin,Hatchback/5,Siyah,1199 cc,75 hp,Önden Çekiş,İkinci El,6 lt,44 lt,7 boyalı,Takasa Uygun,Galeriden,319.500 TL
27376957,31 Aralık 2024,Hyundai,i10,1.0 D-CVVT Style,2017,22.300 km,Otomatik,Benzin,Hatchback/5,Bordo,998 cc,65 hp,Önden Çekiş,İkinci El,"5,8 lt",40 lt,Tamamı orjinal,Takasa Uygun,Galeriden,785.000 TL
27376508,31 Aralık 2024,Fiat,Punto,1.3 Multijet Dynamic,2004,250.000 km,Düz,Dizel,Hatchback/5,Gri,1251 cc,70 hp,Önden Çekiş,İkinci El,"4,5 lt",47 lt,"1 değişen, 5 boyalı",Takasa Uygun,Galeriden,289.000 TL
27376246,31 Aralık 2024,Volkswagen,Passat,1.6 TDi BlueMotion Impression,2017,120.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,120 hp,Önden Çekiş,İkinci El,4 lt,59 lt,Belirtilmemiş,Takasa Uygun,Galeriden,1.245.000 TL
27375946,31 Aralık 2024,Seat,Ibiza,1.4 TDI Stylance,2009,240.000 km,Düz,Dizel,Hatchback/5,Gri (metalik),1422 cc,80 hp,Önden Çekiş,İkinci El,"4,6 lt",45 lt,"1 değişen, 8 boyalı",Takasa Uygun,Galeriden,300.000 TL
27375839,31 Aralık 2024,Renault,Symbol,1.5 dCi Dynamique,2010,250.000 km,Düz,Dizel,Sedan,Gri,1461 cc,85 hp,Önden Çekiş,İkinci El,"4,3 lt",50 lt,"2 değişen, 7 boyalı",Takasa Uygun,Galeriden,335.000 TL
27375608,31 Aralık 2024,Renault,Clio,1.5 dCi Authentique,2005,247.000 km,Düz,Dizel,Sedan,Gri (Gümüş),1461 cc,65 hp,Önden Çekiş,İkinci El,"4,7 lt",50 lt,4 boyalı,Takasa Uygun,Galeriden,329.000 TL
27374346,31 Aralık 2024,Volkswagen,Polo,1.6 TDi Comfortline,2012,137.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,90 hp,Önden Çekiş,İkinci El,"4,3 lt",45 lt,Tamamı orjinal,Takasa Uygun,Galeriden,775.000 TL
27374191,31 Aralık 2024,Ford,Fiesta,1.4 TDCi Trend,2011,238.000 km,Düz,Dizel,Hatchback/5,Gri,1398 cc,70 hp,Önden Çekiş,İkinci El,"4,2 lt",45 lt,Belirtilmemiş,Takasa Uygun,Galeriden,475.000 TL
27374190,31 Aralık 2024,Volkswagen,Passat,1.6 FSi Comfortline,2006,252.000 km,Düz,LPG & Benzin,Sedan,Gri,1598 cc,115 hp,Önden Çekiş,İkinci El,"7,5 lt",70 lt,3 boyalı,Takasa Uygun,Galeriden,595.000 TL
27374188,31 Aralık 2024,Honda,Civic,1.6 i-VTEC Eco Executive,2018,170.000 km,Otomatik,LPG & Benzin,Sedan,Beyaz,1597 cc,125 hp,Önden Çekiş,İkinci El,"6,7 lt",47 lt,"2 değişen, 1 boyalı",Takasa Uygun,Galeriden,1.100.000 TL
27374187,31 Aralık 2024,Honda,Civic,1.6 i-VTEC Eco Executive,2017,238.000 km,Otomatik,LPG & Benzin,Sedan,Füme,1597 cc,125 hp,Önden Çekiş,İkinci El,"6,7 lt",47 lt,5 boyalı,Takasa Uygun,Galeriden,980.000 TL
27373856,31 Aralık 2024,Seat,Cordoba,1.9 TDI Stella,2000,263.000 km,Düz,Dizel,Sedan,Beyaz,1896 cc,90 hp,Önden Çekiş,İkinci El,"4,9 lt",45 lt,Belirtilmemiş,Takasa Uygun,Galeriden,230.000 TL
27373560,31 Aralık 2024,Seat,Ibiza,1.4 Style,2014,257.000 km,Düz,LPG & Benzin,Hatchback/5,Kırmızı,1390 cc,85 hp,Önden Çekiş,İkinci El,"5,9 lt",45 lt,Tamamı orjinal,Takasa Uygun,Galeriden,585.000 TL
27373452,31 Aralık 2024,Opel,Vectra,2.0,1992,385.000 km,Düz,LPG & Benzin,Sedan,Kırmızı,1998 cc,150 hp,Önden Çekiş,İkinci El,,,Belirtilmemiş,Takasa Uygun,Galeriden,153.000 TL
27372815,31 Aralık 2024,MINI,Cooper,1.5 D,2017,90.000 km,Otomatik,Dizel,Hatchback/5,Bej,1496 cc,116 hp,Önden Çekiş,İkinci El,"3,8 lt",44 lt,Tamamı orjinal,Takasa Uygun,Galeriden,1.190.000 TL
27372797,31 Aralık 2024,Jaguar,XE,2.0 D R-Sport Plus,2017,119.000 km,Otomatik,Dizel,Sedan,Siyah,1999 cc,180 hp,Arkadan İtiş,İkinci El,"4,2 lt",56 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,1.810.000 TL
27372551,31 Aralık 2024,Opel,Vectra,1.6 GL,1997,415.000 km,Düz,LPG & Benzin,Sedan,Gri,1598 cc,75 hp,Önden Çekiş,İkinci El,"7,5 lt",61 lt,Belirtilmemiş,Takasa Uygun,Galeriden,225.000 TL
27372511,31 Aralık 2024,Mercedes - Benz,E,180 Edition E,2016,170.000 km,Otomatik,Benzin,Sedan,Beyaz,1595 cc,156 hp,Arkadan İtiş,İkinci El,"6,6 lt",59 lt,1 boyalı,Takasa Uygun Değil,Galeriden,2.200.000 TL
27372269,31 Aralık 2024,Mercedes - Benz,C,C 200 d BlueTEC Style,2016,126.000 km,Otomatik,Dizel,Sedan,Beyaz,1598 cc,136 hp,Arkadan İtiş,İkinci El,"4,2 lt",41 lt,Tamamı orjinal,Takasa Uygun,Galeriden,1.375.000 TL
27372239,31 Aralık 2024,Volkswagen,Polo,1.4 TDi Comfortline,2016,175.000 km,Düz,Dizel,Hatchback/5,Beyaz,1422 cc,90 hp,Önden Çekiş,İkinci El,"3,4 lt",45 lt,"1 değişen, 1 boyalı",Takasa Uygun,Galeriden,615.000 TL
27372219,31 Aralık 2024,Volkswagen,Golf,1.6 TDi BlueMotion Comfortline,2017,165.000 km,Otomatik,Dizel,Hatchback/5,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,"2 değişen, 6 boyalı",Takasa Uygun,Galeriden,865.000 TL
27372217,31 Aralık 2024,BMW,5 Serisi,520i Premium,2014,238.000 km,Otomatik,Benzin,Sedan,Gri,1592 cc,170 hp,Arkadan İtiş,İkinci El,"6,7 lt",70 lt,Tamamı orjinal,Takasa Uygun,Galeriden,1.295.000 TL
27372215,31 Aralık 2024,Volkswagen,Passat,1.5 TSi R Line,2020,60.000 km,Otomatik,Benzin,Sedan,Siyah,1401 - 1600 cm3,151 - 175 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,2.299.000 TL
27372214,31 Aralık 2024,Fiat,Egea,1.6 Multijet Easy Plus,2022,59.000 km,Otomatik,Dizel,Sedan,Beyaz,1401 - 1600 cm3,126 - 150 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,920.000 TL
27372018,31 Aralık 2024,Renault,R 9,1.4 Broadway,1994,252.565 km,Düz,LPG & Benzin,Sedan,Beyaz,1390 cc,83 hp,Önden Çekiş,İkinci El,,47 lt,Belirtilmemiş,Takasa Uygun,Galeriden,180.000 TL
27371938,31 Aralık 2024,Renault,Megane,1.5 dCi Icon,2016,118.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1461 cc,110 hp,Önden Çekiş,İkinci El,"3,7 lt",47 lt,Belirtilmemiş,Takasa Uygun,Galeriden,1.025.000 TL
27379380,31 Aralık 2024,Ford,Mondeo,1.6 TDCi Titanium,2015,95.000 km,Düz,Dizel,Sedan,Kırmızı,1560 cc,115 hp,Önden Çekiş,İkinci El,"4,1 lt",,Tamamı orjinal,Takasa Uygun,Galeriden,1.310.000 TL
27379084,31 Aralık 2024,Volkswagen,Polo,1.2 TDi Trendline,2012,309.000 km,Düz,Dizel,Hatchback/5,Beyaz,1199 cc,75 hp,Önden Çekiş,İkinci El,"3,8 lt",45 lt,5 boyalı,Takasa Uygun,Galeriden,435.000 TL
27379079,31 Aralık 2024,Renault,Megane,1.3 TCe Joy,2021,57.000 km,Otomatik,Benzin,Sedan,Beyaz,1201 - 1400 cm3,126 - 150 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun Değil,Galeriden,1.085.000 TL
27379073,31 Aralık 2024,Fiat,Egea,1.4 Fire Street,2022,25.000 km,Düz,Benzin,Hatchback/5,Beyaz,1368 cc,95 hp,Önden Çekiş,İkinci El,"6,6 lt",50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,795.900 TL
27379066,31 Aralık 2024,Renault,Megane,1.5 Blue DCI Icon,2020,100.000 km,Otomatik,Dizel,Sedan,Gri,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,4 boyalı,Takasa Uygun,Galeriden,1.119.000 TL
27379047,31 Aralık 2024,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2012,263.000 km,Düz,Dizel,Sedan,Beyaz,1598 cc,105 hp,Önden Çekiş,İkinci El,"4,3 lt",70 lt,"2 değişen, 4 boyalı",Takasa Uygun,Galeriden,725.000 TL
27378942,31 Aralık 2024,Volkswagen,Jetta,1.6 TDi Comfortline,2014,165.000 km,Otomatik,Dizel,Sedan,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,"1 değişen, 1 boyalı",Takasa Uygun,Galeriden,969.000 TL
27378906,31 Aralık 2024,Ford,Focus,1.6 Ti-VCT Style,2012,97.650 km,Otomatik,Benzin,Hatchback/5,Siyah,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,2 boyalı,Takasa Uygun Değil,Galeriden,765.000 TL
27378800,31 Aralık 2024,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2017,128.000 km,Otomatik,Dizel,Sedan,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun Değil,Galeriden,1.590.000 TL
27378737,31 Aralık 2024,Fiat,Siena,1.2 EL,2001,297.000 km,Düz,LPG & Benzin,Sedan,Mavi,1242 cc,74 hp,Önden Çekiş,İkinci El,,51 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,230.000 TL
27378683,31 Aralık 2024,Ford,Focus,1.6 TDCi Trend X,2010,285.000 km,Düz,Dizel,Sedan,Beyaz,1401 - 1600 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,"4 değişen, 8 boyalı",Takasa Uygun,Galeriden,345.000 TL
27378672,31 Aralık 2024,Opel,Astra,1.4 GL,2001,240.000 km,Düz,Benzin,Hatchback/5,Gri,1389 cc,60 hp,Önden Çekiş,İkinci El,7 lt,52 lt,"1 değişen, 12 boyalı",Takasa Uygun,Galeriden,329.075 TL
27379073,31 Aralık 2024,Fiat,Egea,1.4 Fire Street,2022,25.000 km,Düz,Benzin,Hatchback/5,Beyaz,1368 cc,95 hp,Önden Çekiş,İkinci El,"6,6 lt",50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,795.900 TL
27379066,31 Aralık 2024,Renault,Megane,1.5 Blue DCI Icon,2020,100.000 km,Otomatik,Dizel,Sedan,Gri,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,4 boyalı,Takasa Uygun,Galeriden,1.119.000 TL
27379047,31 Aralık 2024,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2012,263.000 km,Düz,Dizel,Sedan,Beyaz,1598 cc,105 hp,Önden Çekiş,İkinci El,"4,3 lt",70 lt,"2 değişen, 4 boyalı",Takasa Uygun,Galeriden,725.000 TL
27378942,31 Aralık 2024,Volkswagen,Jetta,1.6 TDi Comfortline,2014,165.000 km,Otomatik,Dizel,Sedan,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,"1 değişen, 1 boyalı",Takasa Uygun,Galeriden,969.000 TL
27378906,31 Aralık 2024,Ford,Focus,1.6 Ti-VCT Style,2012,97.650 km,Otomatik,Benzin,Hatchback/5,Siyah,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,2 boyalı,Takasa Uygun Değil,Galeriden,765.000 TL
27378800,31 Aralık 2024,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2017,128.000 km,Otomatik,Dizel,Sedan,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun Değil,Galeriden,1.590.000 TL
27378737,31 Aralık 2024,Fiat,Siena,1.2 EL,2001,297.000 km,Düz,LPG & Benzin,Sedan,Mavi,1242 cc,74 hp,Önden Çekiş,İkinci El,,51 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,230.000 TL
27378683,31 Aralık 2024,Ford,Focus,1.6 TDCi Trend X,2010,285.000 km,Düz,Dizel,Sedan,Beyaz,1401 - 1600 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,"4 değişen, 8 boyalı",Takasa Uygun,Galeriden,345.000 TL
27378672,31 Aralık 2024,Opel,Astra,1.4 GL,2001,240.000 km,Düz,Benzin,Hatchback/5,Gri,1389 cc,60 hp,Önden Çekiş,İkinci El,7 lt,52 lt,"1 değişen, 12 boyalı",Takasa Uygun,Galeriden,329.075 TL
27378636,31 Aralık 2024,Opel,Insignia,1.6 CDTI Exclusive Grand Sport,2019,245.000 km,Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,136 hp,Önden Çekiş,İkinci El,"5,1 lt",62 lt,Tamamı orjinal,Takasa Uygun,Galeriden,998.000 TL
27378613,31 Aralık 2024,Toyota,Corolla,1.6 Vision,2020,66.000 km,Otomatik,Benzin,Sedan,Bej,1401 - 1600 cm3,126 - 150 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,1.195.000 TL
27378591,31 Aralık 2024,Renault,Fluence,1.5 dCi Touch Plus,2015,163.150 km,Düz,Dizel,Sedan,Beyaz,1461 cc,90 hp,Önden Çekiş,İkinci El,"4,5 lt",60 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,520.000 TL
27378529,31 Aralık 2024,Ford,Focus,1.6 TDCi Titanium,2012,259.000 km,Düz,Dizel,Sedan,Beyaz,1560 cc,115 hp,Önden Çekiş,İkinci El,"4,2 lt",53 lt,2 boyalı,Takasa Uygun,Galeriden,799.000 TL
27378447,31 Aralık 2024,Renault,Megane,1.5 Blue DCI Joy Comfort,2022,133.000 km,Otomatik,Dizel,Sedan,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,1.149.000 TL
27378398,31 Aralık 2024,Audi,A6,A6 Sedan 40 TDI Quattro Design,2020,47.000 km,Otomatik,Dizel,Sedan,Siyah,1801 - 2000 cm3,201 - 225 HP,4WD (Sürekli),İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,3.770.000 TL
27378367,31 Aralık 2024,Volkswagen,Golf,1.0 eTSI Life,2021,95.000 km,Otomatik,LPG & Benzin,Hatchback/5,Lacivert,1200 cm3' e kadar,101 - 125 HP,Önden Çekiş,İkinci El,,,"2 değişen, 3 boyalı",Takasa Uygun,Galeriden,1.175.000 TL
27378360,31 Aralık 2024,Renault,Clio,1.5 dCi Joy,2017,240.000 km,Düz,Dizel,Hatchback/5,Beyaz,1461 cc,75 hp,Önden Çekiş,İkinci El,"3,6 lt",45 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,567.500 TL
27378246,31 Aralık 2024,Honda,Jazz,1.4 Fun,2011,168.000 km,Otomatik,LPG & Benzin,Hatchback/5,Mavi,1339 cc,100 hp,Önden Çekiş,İkinci El,"5,4 lt",42 lt,"4 değişen, 4 boyalı",Takasa Uygun,Galeriden,595.000 TL
27378242,31 Aralık 2024,Ford,Focus,1.6 TDCi Titanium X,2012,205.000 km,Düz,Dizel,Hatchback/5,Beyaz,1560 cc,115 hp,Önden Çekiş,İkinci El,"4,2 lt",53 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,700.000 TL
27378147,31 Aralık 2024,Volkswagen,Jetta,1.6 Comfortline,2006,240.000 km,Otomatik,Benzin,Sedan,Füme,1595 cc,102 hp,Önden Çekiş,İkinci El,"8,2 lt",55 lt,Tamamı orjinal,Takasa Uygun,Galeriden,539.000 TL
27378078,31 Aralık 2024,Renault,Clio,1.0 SCe Joy,2021,79.000 km,Düz,Benzin,Hatchback/5,Beyaz,999 cc,65 hp,Önden Çekiş,İkinci El,"4,9 lt",42 lt,"1 değişen, 7 boyalı",Takasa Uygun,Galeriden,599.750 TL
27378051,31 Aralık 2024,Renault,Scenic,1.6 RXE,2000,380.000 km,Düz,LPG & Benzin,MPV,Gri,1598 cc,107 hp,Önden Çekiş,İkinci El,"7,3 lt",60 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,258.500 TL
27377971,31 Aralık 2024,Seat,Leon,1.6 TDI Style,2016,104.500 km,Otomatik,Dizel,Hatchback/5,Kırmızı,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,1 boyalı,Takasa Uygun,Galeriden,930.000 TL
27377923,31 Aralık 2024,Peugeot,301,1.6 HDi Active,2017,178.850 km,Düz,Dizel,Sedan,Gri,1401 - 1600 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,588.000 TL
27377918,31 Aralık 2024,Renault,Symbol,1.5 dCi Joy,2017,150.000 km,Düz,Dizel,Sedan,Beyaz,1461 cc,90 hp,Önden Çekiş,İkinci El,"3,9 lt",50 lt,"2 değişen, 1 boyalı",Takasa Uygun,Galeriden,555.555 TL
27377884,31 Aralık 2024,Volkswagen,Jetta,1.6 TDi Comfortline,2011,260.000 km,Otomatik,Dizel,Sedan,Gri,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,"1 değişen, 1 boyalı",Takasa Uygun,Galeriden,660.000 TL
27377843,31 Aralık 2024,Opel,Corsa,1.3 CDTI Essentia,2009,239.000 km,Düz,Dizel,Hatchback/5,Beyaz,1248 cc,75 hp,Önden Çekiş,İkinci El,"4,6 lt",45 lt,Tamamı orjinal,Takasa Uygun,Galeriden,425.000 TL
27377829,31 Aralık 2024,Fiat,Egea,1.6 Multijet Easy,2020,99.500 km,Otomatik,Dizel,Sedan,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,2 boyalı,Takasa Uygun Değil,Galeriden,767.500 TL
27377801,31 Aralık 2024,Fiat,Egea,1.3 Multijet Easy,2020,60.000 km,Düz,Dizel,Sedan,Gri,1248 cc,95 hp,Önden Çekiş,İkinci El,"4,1 lt",45 lt,"2 değişen, 1 boyalı",Takasa Uygun,Galeriden,649.750 TL
27377765,31 Aralık 2024,BMW,1 Serisi,116d Joy Plus,2016,126.400 km,Otomatik,Dizel,Hatchback/5,Siyah,1496 cc,116 hp,Arkadan İtiş,İkinci El,"4,1 lt",52 lt,Tamamı orjinal,Takasa Uygun,Galeriden,1.080.000 TL
27377758,31 Aralık 2024,Skoda,Octavia,1.5 e-Tec Sportline,2023,31.100 km,Otomatik,LPG & Benzin,Sedan,Beyaz,1401 - 1600 cm3,126 - 150 HP,Önden Çekiş,İkinci El,,,1 boyalı,Takasa Uygun,Yetkili Bayiden,1.820.000 TL
27377712,31 Aralık 2024,Opel,Corsa,1.2 Turbo Ultimate,2023,23.000 km,Otomatik,Benzin,Hatchback/5,Beyaz,1199 cc,130 hp,Önden Çekiş,İkinci El,"4,5 lt",44 lt,Belirtilmemiş,Takasa Uygun,Galeriden,1.125.000 TL
27377666,31 Aralık 2024,Ford,Focus,1.5 TDCi Titanium,2020,79.000 km,Otomatik,Dizel,Sedan,Beyaz,1500 cc,120 hp,Önden Çekiş,İkinci El,"4,3 lt",47 lt,Tamamı orjinal,Takasa Uygun,Galeriden,1.195.000 TL
27377656,31 Aralık 2024,Toyota,Corolla,1.6 Vision,2020,42.000 km,Otomatik,Benzin,Sedan,Mavi,1401 - 1600 cm3,126 - 150 HP,Önden Çekiş,İkinci El,,,1 boyalı,Takasa Uygun,Galeriden,1.120.000 TL
27377538,31 Aralık 2024,Fiat,Idea,1.4 Active,2006,265.000 km,Düz,LPG & Benzin,MPV,Gri,1368 cc,95 hp,Önden Çekiş,İkinci El,"6,6 lt",47 lt,Tamamı orjinal,Takasa Uygun,Galeriden,327.000 TL
27377510,31 Aralık 2024,Opel,Corsa-e,GS,2023,8.150 km,Otomatik,Elektrik,Hatchback/5,Mavi,-,126 - 150 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Yetkili Bayiden,1.149.000 TL
27377475,31 Aralık 2024,Volkswagen,Passat,1.6 TDi BlueMotion Business,2020,132.000 km,Otomatik,Dizel,Sedan,Siyah,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,1 boyalı,Takasa Uygun,Galeriden,1.485.000 TL
27377454,31 Aralık 2024,Volkswagen,Passat,1.6 TDi BlueMotion Highline,2018,188.000 km,Otomatik,Dizel,Sedan,Lacivert,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,1.597.500 TL
27377360,31 Aralık 2024,Toyota,Corolla,1.6 XL,1991,366.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1587 cc,95 hp,Önden Çekiş,İkinci El,,50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,229.000 TL
27377331,31 Aralık 2024,Tofaş,Şahin,1.6,1990,7.000 km,Düz,LPG & Benzin,Sedan,Sarı,1581 cc,76 - 100 HP,Arkadan İtiş,İkinci El,,52 lt,Tamamı orjinal,Takasa Uygun,Galeriden,115.000 TL
27377248,31 Aralık 2024,Renault,Megane,1.5 dCi Touch,2018,200.000 km,Otomatik,Dizel,Sedan,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,"1 değişen, 1 boyalı",Takasa Uygun,Galeriden,775.000 TL
27377223,31 Aralık 2024,Mercedes - Benz,E,200 d Exclusive,2023,33.000 km,Otomatik,Dizel,Sedan,Gri,1597 cc,160 hp,Arkadan İtiş,İkinci El,"4,7 lt",50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,4.275.000 TL
